id,domain,webURL,scrape_status,html_filepath,numViolations,domain_alias,violationnumberID,initialImpactScore,Description,LongDescription,AffectedHTMLElement(s),updated_Description,fixed_code_desc,category,sampling_weight,sampling_probability
8728895407,GovernmentAndPublicServices,https://www.benefits.gov,scraped,/Volumes/MacPema/HIWI/WebAccessibility-main/newData/raw_html/52.txt,3,gov,landmark-banner-is-top-level,3,Ensures the banner landmark is at top level,https://dequeuniversity.com/rules/axe/4.4/landmark-banner-is-top-level?application=axeAPI,"<div class=""usa-banner__header"" role=""banner"">",,,Syntax,1.0,0.00029753427103461317
6787611399,NewsAndMedia,https://www.mashable.com,scraped,/Volumes/MacPema/HIWI/WebAccessibility-main/newData/raw_html/52.txt,4,news,color-contrast-enhanced,4,Ensures the contrast between foreground and background colors meets WCAG 2 AAA contrast ratio thresholds,https://dequeuniversity.com/rules/axe/4.4/color-contrast-enhanced?application=axeAPI,"<a class=""block mt-6 w-full text-sm uppercase text-secondary-300"" data-ga-click="""" data-ga-item=""see_more_link"" data-ga-label=""More Tech"" href=""/tech"">, <a class=""block mt-6 w-full text-sm uppercase text-secondary-300"" data-ga-click="""" data-ga-item=""see_more_link"" data-ga-label=""More Entertainment"" href=""/entertainment"">, <a class=""block mt-6 w-full text-sm uppercase text-secondary-300"" data-ga-click="""" data-ga-item=""see_more_link"" data-ga-label=""More Life"" href=""/life"">, <a class=""block mt-6 w-full text-sm uppercase text-secondary-300"" data-ga-click="""" data-ga-item=""see_more_link"" data-ga-label=""More Reviews"" href=""https://mashable.com/review"">, <a class=""block mt-6 w-full text-sm uppercase text-secondary-300"" data-ga-click="""" data-ga-item=""see_more_link"" data-ga-label=""More of the Best"" href=""https://mashable.com/roundups"">, <a class=""block mt-6 w-full text-sm uppercase text-secondary-300"" data-ga-click="""" data-ga-item=""see_more_link"" data-ga-label=""More Social Good"" href=""https://mashable.com/category/social-good"">, <a class=""block mt-6 w-full text-sm uppercase text-secondary-300"" data-ga-click="""" data-ga-item=""see_more_link"" data-ga-label=""More Science"" href=""/science"">, <a class=""block mt-6 w-full text-sm uppercase text-secondary-300"" data-ga-click="""" data-ga-item=""see_more_link"" data-ga-label=""More Deals"" href=""https://mashable.com/deals"">, <a class=""text-secondary-300 hidden text-sm uppercase lg:block"" data-ga-click="""" data-ga-element=""see_more_link"" data-ga-action=""see_more_link"" data-ga-item=""see_more_link"" data-ga-label=""$text"" href=""https://mashable.com/category/watch-guides"">, <button id=""showMoreButton"" x-on:click=""getNextPage"" class=""py-3 px-6 mx-auto mt-16 mb-4 text-base font-bold text-white md:my-4 bg-secondary-300 btn-primary"" data-ga-label=""Show more"" data-ga-action=""show-more"" data-ga-element=""show-more"" data-ga-item=""button"" data-ga-click="""">, <input aria-describedby=""emailSubscribeErrorContainer"" x-ref=""emailInput"" type=""email"" x-model=""email"" class=""py-2 px-4 w-4/6 text-base font-normal leading-5 placeholder-gray-600 text-gray-600 bg-white md:w-3/4"" placeholder=""Email Address"" aria-label=""Email"">, <a href=""https://www.ziffdavis.com/terms-of-use"" class=""underline text-secondary-300 hover:text-primary-400"" target=""_blank"" rel=""noopener"" title=""(opens in a new window)"">Terms of Use</a>, <a href=""https://www.ziffdavis.com/ztg-privacy-policy"" class=""underline text-secondary-300 hover:text-primary-400"" target=""_blank"" rel=""noopener"" title=""(opens in a new window)"">Privacy Policy</a>, <h2 id=""onetrust-policy-title"">We Care About Your Privacy</h2>, <div id=""onetrust-policy-text"">, <span class=""ot-tcf2-vendor-count ot-text-bold"">870</span>, <h3 class=""ot-dpd-title"">We and our partners process data to provide:</h3>, <p class=""ot-dpd-desc"">",,,Layout,2.3367512142471667,0.000695263569120278
5138684180,TechnologyScienceResearch,https://www.spss.com,scraped,/Volumes/MacPema/HIWI/WebAccessibility-main/newData/raw_html/52.txt,12,tech,aria-hidden-focus,4,Ensures aria-hidden elements do not contain focusable elements,https://dequeuniversity.com/rules/axe/4.4/aria-hidden-focus?application=axeAPI,"<c4d-card-footer icon-placement=""right"" cta-type=""blog"" href=""https://community.ibm.com/community/user/ai-datascience/blogs/indira-kumar2/2024/09/22/whats-new-in-ibm-spss-statistics-3000"" target=""_self"" slot=""footer"" aria-hidden=""true"" data-autoid=""c4d--card-footer"" color-scheme="""" parent-href=""https://community.ibm.com/community/user/ai-datascience/blogs/indira-kumar2/2024/09/22/whats-new-in-ibm-spss-statistics-3000"">, <c4d-card-footer icon-placement=""right"" cta-type=""local"" href=""https://spss-demo.c8f8f055.public.multi-containers.ibm.com/component1"" slot=""footer"" aria-hidden=""true"" data-video-modal-type=""media-center"" target=""_self"" class=""cds--card__footer-icon-size"" data-autoid=""c4d--card-footer"" color-scheme="""" parent-href=""https://spss-demo.c8f8f055.public.multi-containers.ibm.com/component1"">, <c4d-card-footer icon-placement=""right"" cta-type=""local"" href=""https://spss-demo.c8f8f055.public.multi-containers.ibm.com/component2"" slot=""footer"" aria-hidden=""true"" data-video-modal-type=""media-center"" target=""_self"" class=""cds--card__footer-icon-size"" data-autoid=""c4d--card-footer"" color-scheme="""" parent-href=""https://spss-demo.c8f8f055.public.multi-containers.ibm.com/component2"">, <c4d-card-footer icon-placement=""right"" cta-type=""local"" href=""https://spss-demo.c8f8f055.public.multi-containers.ibm.com/component3"" slot=""footer"" aria-hidden=""true"" data-video-modal-type=""media-center"" target=""_self"" class=""cds--card__footer-icon-size"" data-autoid=""c4d--card-footer"" color-scheme="""" parent-href=""https://spss-demo.c8f8f055.public.multi-containers.ibm.com/component3"">, <c4d-card-footer icon-placement=""right"" cta-type=""local"" href=""https://www.ibm.com/products/spss-statistics/commercial-editions"" slot=""footer"" aria-hidden=""true"" target=""_self"" class=""cds--card__footer-icon-size"" data-autoid=""c4d--card-footer"" color-scheme="""" parent-href=""https://www.ibm.com/products/spss-statistics/commercial-editions"">, <c4d-card-footer icon-placement=""right"" cta-type=""local"" href=""https://www.ibm.com/products/spss-statistics/campus-editions"" slot=""footer"" aria-hidden=""true"" data-video-modal-type=""media-center"" target=""_self"" class=""cds--card__footer-icon-size"" data-autoid=""c4d--card-footer"" color-scheme="""" parent-href=""https://www.ibm.com/products/spss-statistics/campus-editions"">, <c4d-card-footer icon-placement=""right"" cta-type=""local"" href=""https://www.ibm.com/products/spss-statistics/gradpack"" slot=""footer"" aria-hidden=""true"" data-video-modal-type=""media-center"" target=""_self"" class=""cds--card__footer-icon-size"" data-autoid=""c4d--card-footer"" color-scheme="""" parent-href=""https://www.ibm.com/products/spss-statistics/gradpack"">",,,Syntax,1.0,0.00029753427103461317
5537562569,StreamingPlatforms,https://www.soulcycle.com,scraped,/Volumes/MacPema/HIWI/WebAccessibility-main/newData/raw_html/52.txt,5,stream,region,3,Ensures all page content is contained by landmarks,https://dequeuniversity.com/rules/axe/4.4/region?application=axeAPI,"<h2 class=""h2"">
            Subscribe to our emails
          </h2>, <div class=""newsletter__subheading rte""><p>Be the first to know about new collections and exclusive offers.</p></div>, <input id=""NewsletterForm--sections--16781844971773__2fe2ab1c-8f54-4728-8148-576a38173d00"" type=""email"" name=""contact[email]"" class=""field__input"" value="""" aria-required=""true"" autocorrect=""off"" autocapitalize=""off"" autocomplete=""email"" placeholder=""Email"" required="""">, <label class=""field__label"" for=""NewsletterForm--sections--16781844971773__2fe2ab1c-8f54-4728-8148-576a38173d00"">
                    Email
                  </label>",,,Syntax,1.3545601726929304,0.0004030280735547108
4912544535,EducationalPlatforms,https://www.pluralsight.com,scraped,/Volumes/MacPema/HIWI/WebAccessibility-main/newData/raw_html/52.txt,9,edu,meta-viewport,5,"Ensures <meta name=""viewport""> does not disable text scaling and zooming",https://dequeuniversity.com/rules/axe/4.4/meta-viewport?application=axeAPI,"<meta content=""width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0"" name=""viewport"">",,,Layout,1.0,0.00029753427103461317
2001421671,EducationalPlatforms,https://www.coursera.org,scraped,/Volumes/MacPema/HIWI/WebAccessibility-main/newData/raw_html/52.txt,5,edu,landmark-no-duplicate-contentinfo,3,Ensures the document has at most one contentinfo landmark,https://dequeuniversity.com/rules/axe/4.4/landmark-no-duplicate-contentinfo?application=axeAPI,"<div class=""page-footer-container"" role=""contentinfo"">",,,Syntax,1.0,0.00029753427103461317
2542497289,NewsAndMedia,https://www.azcentral.com,scraped,/Volumes/MacPema/HIWI/WebAccessibility-main/newData/raw_html/52.txt,11,news,image-redundant-alt,2,Ensure image alternative is not repeated as text,https://dequeuniversity.com/rules/axe/4.4/image-redundant-alt?application=axeAPI,"<img src=""https://www.gannett-cdn.com/authoring/authoring-images/2024/09/20/PPHX/75305680007-uscp-7-x-9-azhbajmdlfjty-4-y-2-original.jpg?crop=8402,4727,x0,y516"" alt=""An AZ lawmaker wants to lease empty prisons to ICE"" class=""p12-photo"">, <img src=""https://www.gannett-cdn.com/authoring/authoring-images/2024/06/27/PPHX/74226564007-rep-sheriff-12.JPG?crop=4885,2748,x189,y797&amp;quality=50&amp;width=270"" alt=""Sheridan ends scanning of officers entering jails"">, <img src=""https://www.gannett-cdn.com/authoring/authoring-images/2025/01/15/PPHX/77705713007-usatsi-25188300.jpg?crop=4219,2373,x0,y0&amp;quality=50&amp;width=270"" alt=""Hawks snap Suns' 3-game win streak to open Phoenix road trip"">",,,Syntax,1.0,0.00029753427103461317
5964897764,StreamingPlatforms,https://www.udemy.com,scraped,/Volumes/MacPema/HIWI/WebAccessibility-main/newData/raw_html/52.txt,1,stream,meta-refresh,5,"Ensures <meta http-equiv=""refresh""> is not used",https://dequeuniversity.com/rules/axe/4.4/meta-refresh?application=axeAPI,"<meta http-equiv=""refresh"" content=""390"">",,,Syntax,1.0,0.00029753427103461317
3221942806,TechnologyScienceResearch,https://www.producthunt.com,scraped,/Volumes/MacPema/HIWI/WebAccessibility-main/newData/raw_html/52.txt,5,tech,color-contrast-enhanced,4,Ensures the contrast between foreground and background colors meets WCAG 2 AAA contrast ratio thresholds,https://dequeuniversity.com/rules/axe/4.4/color-contrast-enhanced?application=axeAPI,"<input readonly="""" data-hj-allow=""true"" data-test=""header-search-input"" autocomplete=""off"" class=""input box-border h-10 w-full min-w-[164px] max-w-full appearance-none rounded-full border-0 border-white bg-gray-100 px-10 pl-[40px] text-light-gray focus:outline-none sm:w-full sm:max-w-[216px] sm:text-base"" placeholder=""Search"" title=""Search"" name=""q"">, <div class=""text-16 font-semibold text-white flex h-10 cursor-pointer items-center gap-1 rounded-full bg-brand-500 px-4"" data-test=""header-nav-link-sign-in"" data-sentry-element=""Component"" data-sentry-component=""Text"" data-sentry-source-file=""index.tsx"">, <button type=""button"" class=""text-left text-16 font-semibold text-dark-gray !text-brand-500"">Take a tour.</button>",,,Layout,2.3367512142471667,0.000695263569120278
4925950366,Ecommerce,https://www.aliexpress.com/,scraped,data/raw_html/4925950366.txt,8,ecom,color-contrast,4,Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds,https://dequeuniversity.com/rules/axe/4.4/color-contrast?application=axeAPI,"<span class=""price-group--current-price--3zntRbZ"" style=""color: rgb(255, 0, 0);"">0,94€</span>, <span class=""price-group--previous-price--1yHSc_d"">10,02€</span>, <span class=""price-group--current-price--3zntRbZ"" style=""color: rgb(255, 0, 0);"">2,46€</span>, <span class=""price-group--previous-price--1yHSc_d"">6,81€</span>, <span class=""price-group--current-price--3zntRbZ"" style=""color: rgb(255, 0, 0);"">0,94€</span>, <span class=""price-group--previous-price--1yHSc_d"">6,21€</span>, <span class=""price-group--current-price--3zntRbZ"" style=""color: rgb(255, 0, 0);"">0,94€</span>, <span class=""price-group--previous-price--1yHSc_d"">10,02€</span>, <span class=""price-group--current-price--3zntRbZ"" style=""color: rgb(255, 0, 0);"">2,46€</span>, <span class=""price-group--previous-price--1yHSc_d"">6,81€</span>, <span class=""price-group--current-price--3zntRbZ"" style=""color: rgb(255, 0, 0);"">0,94€</span>, <span class=""price-group--previous-price--1yHSc_d"">4,71€</span>, <span class=""price-group--current-price--3zntRbZ"" style=""color: rgb(255, 0, 0);"">0,94€</span>, <span class=""price-group--previous-price--1yHSc_d"">6,21€</span>, <span class=""price-group--after-format-previous-price--3AQ9Aho"">30,66€</span>, <span class=""price-group--after-format-previous-price--3AQ9Aho"">3,24€</span>, <span class=""price-group--after-format-previous-price--3AQ9Aho"">5,33€</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">8,63€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">27,7€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">9,65€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">12,28€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">21,28€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">2.198€</span>, <span class=""_3hksz"" title=""-53%"">-53%</span>, <div class=""_1rKqn _3OQWN"">Werbeanzeige</div>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">21,7€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">20,95€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">11,54€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">8,61€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">2,45€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 5% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 5% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">47,67€</span>, <span class=""_3hksz"" title=""-74%"">-74%</span>, <div class=""_1rKqn _3OQWN"">Werbeanzeige</div>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">35,5€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">19,01€</span>, <span class=""_3hksz"" title=""-95%"">-95%</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">8,61€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">7,97€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">20,82€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">59,7€</span>, <span class=""_3hksz"" title=""-62%"">-62%</span>, <div class=""_1rKqn _3OQWN"">Werbeanzeige</div>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">22,21€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">25,84€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">14,8€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">7,96€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">21,18€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">18,91€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 5% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 5% mit Münzen</span>, <div class=""_1rKqn _3OQWN"">Werbeanzeige</div>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">18,41€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span class=""_3hksz"" title=""-70%"">-70%</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">25,41€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">8,59€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">17,19€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span class=""_3hksz"" title=""-53%"">-53%</span>, <span style=""text-decoration: line-through; color: rgb(153, 153, 153);"">8,96€</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>, <span class=""_1BSEX _3dc7w _1jUmO"" title=""53,11€ gespart"" style=""color: rgb(253, 56, 79);"">53,11€ gespart</span>, <div class=""_1rKqn _3OQWN"">Werbeanzeige</div>, <a href=""https://so.aliexpress.com/s/ByrCmn?language=de_DE"" rel=""nofollow"">Hilfe-Center</a>, <a href=""http://rule.alibaba.com/rule/detail/2054.htm"" rel=""nofollow"">Transaktionsdienstleistungsvertrag für Verbraucher außerhalb der EU/des Vereinigten Königreichs</a>, <a href=""https://terms.alicdn.com/legal-agreement/terms/suit_bu1_aliexpress/suit_bu1_aliexpress202109291855_17361.html
"" rel=""nofollow"">Allgemeine Geschäftsbedingungen für EU/EWR/UK-Verbraucher (Transaktionen)</a>, <a href=""https://www.surveymonkey.com/r/?sm=9z9qYkOd%2fEnXROEaWLxcOUt4dfPTFY7TGg0vXOC6XnQ%3d"" rel=""nofollow"">An unserer Feedbackumfrage teilnehmen</a>, <a href=""https://customerservice.aliexpress.com/category?categoryId=21038565&amp;hcAppId=1248&amp;hcFromCode=Xn2Tk1tb7&amp;hcSessionId=26-1248-f9fd78be-1f15-436b-b08c-22cb1cc5a53b"" rel=""nofollow"">Zahlungen vornehmen</a>, <a href=""https://customerservice.aliexpress.com/category?categoryId=21037513&amp;hcAppId=1248&amp;hcFromCode=Xn2Tk1tb7&amp;hcSessionId=26-1248-c80e752a-3387-40f3-ba39-243131970887"" rel=""nofollow"">Lieferoptionen</a>, <a href=""//sale.aliexpress.com/v8Yr8f629D.htm"" rel=""nofollow"">Käuferschutz</a>, <a href=""http://www.alibabagroup.com/en/global/home"" rel=""nofollow"">Partnerschaften</a>, <a href=""http://portals.aliexpress.com/"" rel=""nofollow"">Partnerprogramm</a>, <a href=""https://ds.aliexpress.com/"" rel=""nofollow"">DS Center</a>, <a href=""https://login.aliexpress.com/seller.htm?return_url=https://gsp.aliexpress.com"" rel=""nofollow"">Verkäufer einloggen</a>, <a href=""https://sell.aliexpress.com/zh/__pc/newsellerlanding.htm"" rel=""nofollow"">中国卖家入驻</a>, <a href=""https://seller.aliexpress.com"" rel=""nofollow"">Nicht-chinesische Verkäufer registrierung</a>, <dd>, <a href=""//so.aliexpress.com/s/ByrCmn?language=de_DE"">Hilfe-Center</a>, <a href=""//report.aliexpress.com"">Disputes &amp; Reports</a>, <a href=""//sale.aliexpress.com/v8Yr8f629D.htm"" ref=""nofollow"">Buyer Protection</a>, <a href=""https://ipp.aidcgroup.net/#/ippHome"" ref=""nofollow"">RGE-Verletzung melden</a>, <a href=""https://www.aliexpress.com/p/transparencycenter/dsa.html"" ref=""nofollow"" style=""white-space: nowrap;"">Regulated Information</a>, <a href=""https://aidc.jubao.alibaba.com"" ref=""nofollow"">Integrity Compliance</a>, <a href=""https://www.aliexpress.com/p/transparencycenter/index.html"" ref=""nofollow"" style=""white-space: nowrap;"">Transparenz zentrum</a>, <a href=""https://m.aliexpress.com/p/complaint-center/index.html#/complaint/report"" ref=""nofollow"" style=""white-space: nowrap;"">Beschwerdeeinstieg ohne Anmeldung</a>, <dd>, <a href=""//ru.aliexpress.com"">Pусский</a>, <a href=""//pt.aliexpress.com"">Portuguese</a>, <a href=""//es.aliexpress.com"">Spanish</a>, <a href=""//fr.aliexpress.com"">French</a>, <a href=""//de.aliexpress.com"">German</a>, <a href=""//it.aliexpress.com"">Italian</a>, <a href=""//nl.aliexpress.com"">Dutch</a>, <a href=""//tr.aliexpress.com"">Turkish</a>, <a href=""//ja.aliexpress.com"">Japanese</a>, <a href=""//ko.aliexpress.com"">Korean</a>, <a href=""//th.aliexpress.com"">Thai</a>, <a href=""//vi.aliexpress.com"">Vietnamese</a>, <a href=""//ar.aliexpress.com"">Arabic</a>, <a href=""//he.aliexpress.com"">Hebrew</a>, <a href=""//pl.aliexpress.com"">Polish</a>, <span>, <a href=""//de.aliexpress.com/popular.html"">All Popular</a>, <a href=""//de.aliexpress.com/wholesale.html"">Product</a>, <a href=""//de.aliexpress.com/promotion.html"">Promotion</a>, <a href=""//de.aliexpress.com/price.html"">Low Price</a>, <a href=""//de.aliexpress.com/cheap.html"">Great Value</a>, <a href=""//de.aliexpress.com/reviews.html"">Reviews</a>, <a href=""http://brands.aliexpress.com"">China Brands</a>, <a href=""//sale.aliexpress.com/blog.htm"">Blog</a>, <a href=""//sell.aliexpress.com/4DYTFsSkV0.htm"">Seller Portal</a>, <a href=""https://sale.aliexpress.com/BlackFriday.htm"">BLACK FRIDAY</a>, <a href=""https://www.aliexpress.com/assistant?isdl=y&amp;aff_short_key=_bXmEFPM&amp;af=home&amp;aff_platfrom=true"">AliExpress Assistant</a>, <dd>, <a href=""http://www.alibabagroup.com/en/global/home"" ref=""nofollow"">Alibaba Group Website</a>, <a href=""//www.aliexpress.com/"" ref=""nofollow"">AliExpress</a>, <a href=""http://www.alimama.com/"" ref=""nofollow"">Alimama</a>, <a href=""https://intl.alipay.com/index.htm"" ref=""nofollow"">Alipay</a>, <a href=""http://www.fliggy.com/"" ref=""nofollow"">Fliggy</a>, <a href=""http://www.alibabacloud.com"" ref=""nofollow"">Alibaba Cloud</a>, <a href=""http://www.alibaba.com/"" ref=""nofollow"">Alibaba International</a>, <a href=""http://aliqin.tmall.com/"" ref=""nofollow"">AliTelecom</a>, <a href=""http://www.dingtalk.com/"" ref=""nofollow"">DingTalk</a>, <a href=""http://ju.taobao.com/"" ref=""nofollow"">Juhuasuan</a>, <a href=""http://www.taobao.com/"" ref=""nofollow"">Taobao Marketplace</a>, <a href=""http://www.tmall.com/"" ref=""nofollow"">Tmall</a>, <a href=""https://world.taobao.com/"" ref=""nofollow"">Taobao Global</a>, <a href=""http://www.alios.cn/"" ref=""nofollow"">AliOS</a>, <a href=""http://www.1688.com/"" ref=""nofollow"">1688</a>, <div class="" _1-SOk"">Zulassen</div>",Text and images of text have a contrast ratio of at least 4.5:1.Large text - at least 18 point (typically 24px) or 14 point (typically 18.66px) and bold - has a contrast ratio of at least 3:1. ,"To address the accessibility issue related to contrast ratio as per the Web Content Accessibility Guidelines (WCAG) 2.1 success criteria, we need to ensure that the text color and the background color provide enough contrast to be easily readable by users with visual impairments. The WCAG 2.1 guidelines recommend a contrast ratio of at least 4.5:1 for normal text and 3:1 for large text.

Looking at your provided source code, the main concern for contrast issues are likely related to the elements like:

```html
<span class=""price-group--current-price--3zntRbZ"" style=""color: rgb(255, 0, 0);"">0,94€</span>
```
and
```html
<span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: rgb(253, 56, 79);"">Spare 2% mit Münzen</span>
```
These elements have foreground colors set with `style` attributes that specify text colors (`rgb(255, 0, 0)` for the price and `rgb(253, 56, 79)` for the promotional text), but without knowing the exact background color, it's difficult to calculate the exact contrast ratio. Assuming a light background, both these text colors might already provide sufficient contrast, but let's consider a scenario where the contrast is not enough.

To fix any potential contrast issues, we would first need to determine the background color. Assuming a white or very light background color (which is common), both of these text colors might actually be okay. However, if we assume a darker or differently colored background where contrast is insufficient, we would adjust the color to ensure the contrast ratio meets or exceeds the 4.5:1 threshold for normal text.

For instance, if the background color was a lighter grey but did not provide enough contrast, we could adjust the text color like so:

For the red text currently set to `rgb(255, 0, 0)`, to ensure better contrast on a light grey background, you might choose a darker shade of red or a color that offers higher contrast against the presumed background. You can use online contrast checkers to find a suitable color. 

Example fix:
```html
<!-- Adjusted for better contrast -->
<span class=""price-group--current-price--3zntRbZ"" style=""color: #D80000;"">0,94€</span>
```

And for the promotional text:
```html
<!-- Adjusted for better contrast -->
<span class=""_1BSEX _3dc7w _1jUmO"" title=""Spare 2% mit Münzen"" style=""color: #BF0000;"">Spare 2% mit Münzen</span>
```

Choosing specific colors requires knowing the exact background color to calculate the contrast ratio correctly. Web developers often use tools like the WebAIM Contrast Checker to ensure their color choices align with WCAG accessibility standards. 

Lastly, wherever possible, avoid inline styles for better maintainability and ensure that CSS is used to control website color themes. This makes it much easier to make global adjustments for accessibility.",Layout,1.0901241230437129,0.0003243492862870581
